topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
10230,Marine and fisheries research,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Climate Change; Marine Fisheries; Ecosystem Management; Fish Population Dynamics; Oceanic Ecosystems; Fisheries Sustainability; Trophic Cascades; Global Fish Production; Estuarine Habitats; Otolith Chemistry,"This cluster of papers focuses on the impacts of climate change on marine fisheries, including topics such as fish population dynamics, trophic cascades, ecosystem management, and the sustainability of global fish production. It also explores the influence of climate change on estuarine habitats and the use of otolith chemistry in understanding fish life cycles.",https://en.wikipedia.org/wiki/Effects_of_climate_change_on_fisheries
10236,Aquatic Ecosystems and Phytoplankton Dynamics,2304,Environmental Chemistry,23,Environmental Science,3,Physical Sciences,Eutrophication; Harmful Algal Blooms; Cyanobacteria; Nutrient Control; Climate Change; Freshwater Ecosystems; Toxins; Phosphorus; Lake Management; Water Quality,"This cluster of papers focuses on the phenomenon of eutrophication in freshwater and coastal marine ecosystems, particularly its role in promoting harmful algal blooms dominated by cyanobacteria. The papers discuss the links between eutrophication, climate change, nutrient control, and the management of lakes and reservoirs to mitigate the impacts of harmful algal blooms. Additionally, they explore the ecological and health implications of toxins produced by cyanobacteria in the context of eutrophication.",https://en.wikipedia.org/wiki/Eutrophication
10255,Oceanographic and Atmospheric Processes,1910,Oceanography,19,Earth and Planetary Sciences,3,Physical Sciences,Oceanic Modeling; Ocean Circulation; Tidal Analysis; Mesoscale Eddies; Mixed Layer Depth; Global Heat Transport; Data Assimilation; Submesoscale Processes; Estuarine Circulation; Climate Change Impact,"This cluster of papers focuses on oceanic modeling, circulation dynamics, and the impact of various physical processes on the global ocean. It includes studies on tidal analysis, mesoscale eddies, mixed layer depth variations, global heat transport, data assimilation techniques, submesoscale processes, estuarine circulation, and the influence of climate change on ocean dynamics.",https://en.wikipedia.org/wiki/Ocean_model
10266,Plant Water Relations and Carbon Dynamics,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Drought; Tree Mortality; Climate Change; Ecosystem Resilience; Evapotranspiration; Carbon Balance; Hydraulic Conductance; Stomatal Response; Global Vegetation Models; Eddy Covariance,"This cluster of papers explores the impact of drought and heat-induced tree mortality on global forests, highlighting emerging climate change risks. It delves into mechanisms of plant survival and mortality during drought, ecosystem dynamics, carbon cycling, and the role of stomata in driving environmental change. The research also evaluates the vulnerability of forests to drought, the global distribution of terrestrial carbon dioxide uptake, and the implications of widespread tree mortality triggered by climate stress.",https://en.wikipedia.org/wiki/Forest_ecology
10302,Fish Ecology and Management Studies,2309,Nature and Landscape Conservation,23,Environmental Science,3,Physical Sciences,Freshwater Biodiversity; Conservation Challenges; Flow Regulation; Hydropower Dam Construction; Environmental Flows; Invasive Species; Climate Change; Fisheries Sustainability; Habitat Fragmentation; River Ecosystems,"This cluster of papers focuses on the importance, threats, status, and conservation challenges related to freshwater biodiversity. It covers topics such as flow regulation, hydropower dam construction, environmental flows, invasive species, climate change impacts, fisheries sustainability, and habitat fragmentation in river ecosystems.",https://en.wikipedia.org/wiki/Freshwater_biodiversity
10319,"Conservation, Biodiversity, and Resource Management",2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Tropical Deforestation; Environmental Services; Protected Areas; Community-Based Conservation; Biodiversity Conservation; Payments for Ecosystem Services; Climate Change; Forest Governance; Land Use Change; Global Forest Transition,"This cluster of papers explores the drivers, impacts, and governance of tropical deforestation, including topics such as payments for ecosystem services, community-based conservation, protected areas, and the relationship between deforestation and climate change. It also delves into the challenges and potential solutions related to biodiversity conservation in the context of land use change and global forest transition.",https://en.wikipedia.org/wiki/Deforestation
10330,Hydrology and Watershed Management Studies,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,Hydrological Modeling; Water Resources; Climate Change; Model Evaluation; Global Hydrology; Uncertainty Assessment; Watershed Simulation; Sediment Transport; Land Use Change; Streamflow Trends,"This cluster of papers focuses on hydrological modeling, water resource management, and the impact of climate change on global hydrology. It covers topics such as model evaluation guidelines, watershed simulations, sediment transport, land use change, and uncertainty assessment in hydrological modeling. The papers also discuss the effects of human interventions and climate change on water resources, as well as the evaluation of streamflow trends and the implications for water availability.",https://en.wikipedia.org/wiki/Hydrological_modeling
10332,Amphibian and Reptile Biology,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Amphibian Declines; Chytridiomycosis; Climate Change; Biodiversity Loss; Pathogen Impact; Habitat Fragmentation; Species Extinction; Phylogenetic Analysis; Population Dynamics; Conservation Biology,"This cluster of papers focuses on the global declines and extinctions of amphibian species, with a particular emphasis on the impact of chytridiomycosis, climate change, habitat fragmentation, and biodiversity loss. The papers cover topics such as pathogen impact, phylogenetic analysis, population dynamics, and conservation biology in the context of amphibian declines.",https://en.wikipedia.org/wiki/Decline_in_amphibian_populations
10341,Coral and Marine Ecosystems Studies,2303,Ecology,23,Environmental Science,3,Physical Sciences,Coral Reefs; Climate Change; Marine Ecosystems; Ocean Acidification; Bleaching; Marine Reserves; Symbiotic Dinoflagellates; Coral Disease; Marine Population Connectivity; Coral Microbiome,"This cluster of papers focuses on the resilience of coral reef ecosystems to the impacts of climate change, including ocean acidification, bleaching, and disease. It explores the role of marine reserves, symbiotic dinoflagellates, and population connectivity in maintaining the health and biodiversity of coral reefs. The cluster also addresses the importance of the coral microbiome and the potential effects of nutrient pollution on coral reef ecosystems.",https://en.wikipedia.org/wiki/Coral_reef_conservation
10347,Atmospheric aerosols and clouds,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Aerosols; Climate; Hydrological Cycle; Atmospheric Dust; Radiative Forcing; Clouds; Satellite Observations; Air Quality; Ice Nucleation; Remote Sensing,"This cluster of papers focuses on the impact of aerosols on climate and the hydrological cycle. It covers topics such as aerosol properties, radiative forcing, cloud interactions, ice nucleation, and air quality, using satellite observations and remote sensing techniques.",https://en.wikipedia.org/wiki/Aerosol%E2%80%93climate_interaction
10398,Groundwater and Isotope Geochemistry,1906,Geochemistry and Petrology,19,Earth and Planetary Sciences,3,Physical Sciences,Groundwater; Isotopes; Stable; Precipitation; Nitrate; Recharge; Climate Change; Water Quality; Hydrogeochemical Processes; Global Depletion,"This cluster of papers focuses on the stable isotopic analysis of groundwater and precipitation, including the use of isotopes to study nitrate contamination, groundwater recharge, climate change impacts, and water quality. It also addresses global depletion of groundwater resources and hydrogeochemical processes influencing groundwater composition.",https://en.wikipedia.org/wiki/Groundwater_isotope_hydrology
10406,Planetary Science and Exploration,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,Mars; Martian Surface; Planetary Exploration; Water on Mars; Martian Climate; Mars Orbiter Missions; Martian Minerals; Life in Extreme Environments; Surface Composition; Martian Atmosphere,"This cluster of papers focuses on the exploration and study of Mars, including the Martian surface, planetary exploration missions, the search for water and signs of life, the Martian climate, minerals found on Mars, and the composition of the Martian atmosphere.",https://en.wikipedia.org/wiki/Exploration_of_Mars
10439,Climate change impacts on agriculture,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,Climate Change; Agriculture; Adaptation; Food Security; Vulnerability; Crop Production; Sustainability; Global Warming; Water Management; Extreme Weather,"This cluster of papers focuses on the challenges and strategies for adapting agriculture to climate change, with an emphasis on ensuring food security, managing vulnerability, and sustaining crop production. The research covers topics such as climate change impacts on global food security, adaptation methods for agricultural systems, vulnerability analysis, sustainable intensification, and the effects of extreme weather events on crop yields.",https://en.wikipedia.org/wiki/Climate_change_and_agriculture
10471,Climate Change Policy and Economics,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Climate Change; Economic Impacts; Greenhouse Gas Emissions; Policy Instruments; Carbon Pricing; Socioeconomic Pathways; Energy Transition; Global Warming; Mitigation Strategies; Environmental Policy,"This cluster of papers focuses on the economic implications of climate change policies, including the impacts of greenhouse gas emissions, energy transition, and mitigation strategies. It explores various policy instruments such as carbon pricing and examines the socioeconomic pathways related to climate change. The research also delves into the potential global warming effects and the assessment of different environmental policies.",https://en.wikipedia.org/wiki/Economics_of_climate_change
10485,"Bullying, Victimization, and Aggression",3207,Social Psychology,32,Psychology,2,Social Sciences,Bullying; Cyberbullying; Aggression; Peer Victimization; School Climate; Violent Video Games; Psychological Adjustment; Adolescent Development; Social Skills Training; Mental Health,"This cluster of papers explores the various forms of bullying, including traditional and cyberbullying, their impact on psychological well-being, and the role of school climate and social skills training in addressing these issues. It delves into topics such as aggression, peer victimization, violent video games, and their effects on adolescent development and mental health.",https://en.wikipedia.org/wiki/Bullying
10487,Plant and animal studies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,Pollinator Decline; Ecosystem Services; Plant-Animal Interactions; Biodiversity; Crop Pollination; Habitat Fragmentation; Mutualistic Networks; Global Change; Invasive Species; Climate Change,"This cluster of papers explores the impact of pollinator decline on ecosystems and agriculture, focusing on plant-animal interactions, biodiversity, crop pollination, habitat fragmentation, and the effects of global change and invasive species. The papers discuss the importance of pollinators for ecosystem services and highlight the challenges posed by climate change and habitat loss to pollinator populations.",https://en.wikipedia.org/wiki/Pollinator_decline
10508,Patient Safety and Medication Errors,3604,Emergency Medical Services,36,Health Professions,4,Health Sciences,Medical Errors; Patient Safety Culture; Surgical Safety Checklist; Adverse Events; Teamwork Training; Healthcare Quality; Safety Climate; Medication Errors; Communication Breakdowns; Incidence of Adverse Events,"This cluster of papers focuses on improving patient safety in healthcare settings, with a particular emphasis on addressing medical errors, implementing surgical safety checklists, promoting teamwork training, and cultivating a culture of safety. The research also delves into understanding adverse events, medication errors, communication breakdowns, and the incidence of adverse events to enhance healthcare quality.",https://en.wikipedia.org/wiki/Patient_safety
10520,Mycotoxins in Agriculture and Food,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Mycotoxins; Toxicology; Fungal Pathogens; Food Safety; Aflatoxin; Health Effects; Regulations; Detoxification; Climate Change; Risk Assessment,"This cluster of papers focuses on the research and impact of mycotoxins, particularly aflatoxin, on human and animal health, food safety, regulations, detoxification methods, and the influence of climate change. It also addresses the toxicology of various mycotoxins, fungal pathogens, and the assessment of health risks associated with mycotoxin exposure.",https://en.wikipedia.org/wiki/Mycotoxin
10555,Fire effects on ecosystems,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Climate Change; Forest Fires; Wildfire Activity; Global Emissions; Fire Regimes; Boreal Forests; Soil Properties; Ecosystem Resilience; Carbon Loss; Remote Sensing,"This cluster of papers explores the impact of climate change on forest wildfires, including the increase in wildfire activity, global fire emissions, fire regimes, and the resilience of ecosystems. It also delves into the effects of wildfires on soil properties, carbon loss, and the use of remote sensing for monitoring and assessment.",https://en.wikipedia.org/wiki/Effects_of_climate_change_on_wildfires
10643,Marine and coastal plant biology,1910,Oceanography,19,Earth and Planetary Sciences,3,Physical Sciences,Seagrasses; Kelp Forests; Marine Biodiversity; Ocean Acidification; Ecosystem Resilience; Coastal Protection; Macroalgae; Climate Change Impacts; Benthic Communities; Global Seaweed Distribution,"This cluster of papers focuses on the ecological dynamics of marine environments, with a particular emphasis on seagrasses, kelp forests, and macroalgae. It explores the impacts of climate change, ocean acidification, and human activities on marine biodiversity and ecosystem resilience. Additionally, it addresses the role of marine vegetation in coastal protection and the global distribution patterns of seaweed.",https://en.wikipedia.org/wiki/Marine_ecosystem
10644,Cryospheric studies and observations,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Glacier; Climate Change; Water Availability; Ice Sheet; Sea Level Rise; Himalayas; Antarctica; Snow Cover; Hydrology; Remote Sensing,"This cluster of papers focuses on the impacts of climate change on glaciers, ice sheets, and water availability in regions such as the Himalayas and Antarctica. It explores topics such as glacier mass balance, sea level rise, snow cover monitoring, and hydrological responses to glacier melt.",https://en.wikipedia.org/wiki/Retreat_of_glaciers_since_1850
10647,Coastal and Marine Dynamics,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Coastal Dynamics; Sea-Level Rise; Shoreline Change; Wave Modeling; Coastal Vulnerability; Beach Erosion; Sediment Transport; Climate Change Impacts; Coastal Management; Remote Sensing,"This cluster of papers encompasses a wide range of topics related to coastal dynamics, including sea-level rise, shoreline change, wave modeling, coastal vulnerability, beach erosion, sediment transport, climate change impacts, coastal management, and remote sensing techniques. The papers collectively aim to understand and address the complex interactions between natural processes and human activities in coastal environments.",https://en.wikipedia.org/wiki/Coastal_dynamics
10659,Marine animal studies overview,2303,Ecology,23,Environmental Science,3,Physical Sciences,Marine Mammals; Anthropogenic Noise; Habitat Change; Cetaceans; Predator-Prey Interactions; Climate Change; Acoustic Communication; Ecosystem Sentinels; Conservation; Population Dynamics,"This cluster of papers explores the ecology, behavior, and conservation of marine mammals, with a focus on the impacts of anthropogenic noise, habitat change, and climate change on cetaceans. It also delves into predator-prey interactions, acoustic communication, and the role of marine mammals as indicators of ecosystem health. The research emphasizes the need for conservation efforts to mitigate human-induced threats to these animals.",https://en.wikipedia.org/wiki/Marine_mammal_ecology
10747,Disaster Management and Resilience,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Resilience; Disaster; Community; Risk; Vulnerability; Emergency Management; Social Capital; Climate Change Adaptation; Hazard Mitigation; Crisis Response,"This cluster of papers focuses on community resilience to natural disasters, encompassing topics such as risk perception, social vulnerability, emergency management, climate change adaptation, and the role of social capital in disaster preparedness and response.",https://en.wikipedia.org/wiki/Disaster_resilience
10766,Urban Heat Island Mitigation,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,Urban Heat Island; Green Roofs; Land Surface Temperature; Remote Sensing; Urban Climate; Thermal Comfort; Energy Consumption; Vegetation; Cooling Strategies; Climate Change,"This cluster of papers focuses on the phenomenon of urban heat islands, the impact of urbanization and land-use change on climate, and various strategies to mitigate the heat island effect in urban environments. It covers topics such as green roofs, remote sensing of land surface temperature, urban climate modeling, and the role of vegetation in reducing urban heat. The papers also discuss the implications of urban heat islands on energy consumption, thermal comfort, and climate change.",https://en.wikipedia.org/wiki/Urban_heat_island
10779,Coastal wetland ecosystem dynamics,2303,Ecology,23,Environmental Science,3,Physical Sciences,Mangrove Forests; Coastal Protection; Carbon Sequestration; Sea-Level Rise; Ecosystem Services; Wetland Restoration; Climate Change; Tidal Wetlands; Salt Marshes; Global Carbon Budget,"This cluster of papers explores the importance of mangrove ecosystems in providing coastal protection, carbon sequestration, and various ecosystem services. It discusses the impact of sea-level rise, climate change, and human activities on mangrove forests, as well as the potential for wetland restoration. The research emphasizes the role of mangroves, tidal wetlands, and salt marshes in mitigating global carbon emissions and enhancing resilience to environmental changes.",https://en.wikipedia.org/wiki/Mangrove_ecosystem
10787,Lightning and Electromagnetic Phenomena,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,Lightning; Distribution; Physics; Terrestrial Gamma-Ray Flashes; Atmospheric Electric Circuit; Climate Change; Thunderstorms; Detection Systems; Electromagnetic Fields; Simulation,"This cluster of papers focuses on the global distribution, physics, and effects of lightning, including topics such as terrestrial gamma-ray flashes, the atmospheric electric circuit, climate change, thunderstorm dynamics, lightning detection systems, electromagnetic fields associated with lightning, and simulation of lightning-related phenomena.",https://en.wikipedia.org/wiki/Lightning
10809,Occupational Health and Safety Research,3614,Radiological and Ultrasound Technology,36,Health Professions,4,Health Sciences,Safety Culture; Occupational Safety; Safety Climate; Accident Prevention; Workplace Safety; Construction Safety; Safety Management; Organizational Culture; Employee Behavior; Risk Perception,"This cluster of papers focuses on enhancing workplace safety culture and practices, with a particular emphasis on occupational safety, accident prevention, and risk perception. The research covers various aspects of safety culture, safety climate, and organizational factors influencing employee behavior and safety management in industries such as construction.",https://en.wikipedia.org/wiki/Occupational_safety_and_health
10877,Allergic Rhinitis and Sensitization,2723,Immunology and Allergy,27,Medicine,4,Health Sciences,Allergen-specific Immunotherapy; Asthma; Pollen Allergy; T Regulatory Cells; Immunological Mechanisms; Sublingual Immunotherapy; House Dust Mite Allergens; Climate Change; Epidemiology; Quality of Life,"This cluster of papers focuses on the impact of allergic rhinitis on asthma, including allergen-specific immunotherapy, immunological mechanisms, and the influence of environmental factors such as pollen allergy and climate change. It also addresses the epidemiology, quality of life, and management strategies for allergic rhinitis and its comorbidity with asthma.",https://en.wikipedia.org/wiki/Allergic_rhinitis
10895,Species Distribution and Climate Change,2302,Ecological Modeling,23,Environmental Science,3,Physical Sciences,Species Distribution Modeling; Climate Change; Ecological Niche; MaxEnt; Biodiversity; Citizen Science; Habitat Suitability; Model Evaluation; Range Shifts; Conservation Biology,"This cluster of papers focuses on species distribution modeling in the context of climate change impacts, utilizing methods such as MaxEnt and ecological niche modeling. It explores the effects of climate change on biodiversity, habitat suitability, range shifts, and conservation efforts. Additionally, it highlights the role of citizen science in ecological research.",https://en.wikipedia.org/wiki/Species_distribution_modelling
10930,Flood Risk Assessment and Management,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Flood Risk; Remote Sensing; Climate Change; Surface Water Mapping; Flood Inundation Modeling; Urban Flooding; Risk Perception; Hydrological Modeling; Satellite Imagery; Disaster Management,"This cluster of papers focuses on the assessment, mapping, and management of global flood risk, incorporating aspects such as remote sensing, climate change impacts, surface water mapping, flood inundation modeling, urban flooding, risk perception, hydrological modeling, satellite imagery, and disaster management.",https://en.wikipedia.org/wiki/Flood_risk_assessment
10969,Water resources management and optimization,2212,Ocean Engineering,22,Engineering,3,Physical Sciences,Water Resources; Reservoir Operation; Water Demand; Climate Change; Sustainability; Hydro-Economic Models; Urbanization; System Dynamics; Robust Decision Making; Groundwater Management,"This cluster of papers focuses on the optimal operation and management of water resources systems, addressing challenges such as reservoir operation, water demand forecasting, climate change impacts, sustainability, hydro-economic modeling, urbanization effects, system dynamics applications, robust decision making, and groundwater management.",https://en.wikipedia.org/wiki/Water_resources
11056,Physiological and biochemical adaptations,2303,Ecology,23,Environmental Science,3,Physical Sciences,Metabolic Rate; Climate Change; Temperature; Physiological Adaptation; Thermal Tolerance; Ectotherms; Oxygen Limitation; Body Size; Diapause; Evolutionary Response,"This cluster of papers explores the metabolic theory of ecology and the impacts of climate change on organisms, focusing on topics such as metabolic rate, temperature effects, physiological adaptation, thermal tolerance, and evolutionary responses to environmental stressors.",https://en.wikipedia.org/wiki/Metabolic_ecology
11061,Ocean Waves and Remote Sensing,1910,Oceanography,19,Earth and Planetary Sciences,3,Physical Sciences,Ocean Waves; Wind Stress; Wave Climate; Rogue Waves; Tropical Cyclones; Wave Modeling; Surface Turbulence; Satellite Altimetry; Langmuir Turbulence; Air-Sea Interaction,"This cluster of papers explores the dynamics of ocean surface waves, their interaction with wind, and the associated phenomena such as rogue waves, tropical cyclones, and Langmuir turbulence. It covers topics such as wave modeling, wind stress, satellite altimetry, and the impact of surface waves on air-sea interaction.",https://en.wikipedia.org/wiki/Wind_wave
11119,Urban Stormwater Management Solutions,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,Urban Stormwater Management; Sustainable Drainage Systems; Low Impact Development Practices; Bioretention Technology; Urban Hydrology; Water Quality; Impervious Surfaces; Rainwater Harvesting; Pollutant Removal; Climate Change Impact,"This cluster of papers focuses on urban stormwater management, sustainable drainage systems, and the impact of urbanization on hydrology and water quality. It covers topics such as low impact development practices, bioretention technology, the effects of impervious surfaces, rainwater harvesting, pollutant removal, and the influence of climate change on urban drainage systems.",https://en.wikipedia.org/wiki/Sustainable_drainage_system
11186,Hydrology and Drought Analysis,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Drought; Monitoring; Global Warming; Hydrological; Indices; Remote Sensing; Climate Change; Evapotranspiration; Severity; Frequency,"This cluster of papers focuses on the monitoring, assessment, and impacts of drought at a global scale. It covers various aspects such as the development of drought indices, the influence of global warming and climate change on drought severity and frequency, hydrological implications, remote sensing techniques for drought monitoring, and the use of evapotranspiration data. The research also delves into the challenges and future directions in drought assessment.",https://en.wikipedia.org/wiki/Drought_monitoring
11228,Bat Biology and Ecology Studies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,Bats; Hibernation; Echolocation; White-Nose Syndrome; Metabolic Rate; Molecular Phylogeny; Conservation; Foraging Behavior; Climate Change; Disease Ecology,"This cluster of papers explores the ecology, behavior, physiology, and conservation of bats, with a focus on topics such as hibernation, echolocation, white-nose syndrome, metabolic rate, molecular phylogeny, and the impact of climate change. The papers also discuss the role of bats in ecosystems, their importance as bioindicators, and their potential as reservoirs for zoonotic pathogens.",https://en.wikipedia.org/wiki/Bat_ecology
11244,Climate Change and Health Impacts,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,Climate Change; Human Health; Mortality; Heat Waves; Public Health; Temperature; Epidemiological Evidence; Global Warming; Infectious Diseases; Vulnerability,"This cluster of papers explores the impact of climate change on human health, focusing on mortality, heat waves, and infectious diseases. It discusses epidemiological evidence, public health implications, and the vulnerability of populations to extreme temperatures and environmental changes.",https://en.wikipedia.org/wiki/Climate_change_and_health
11259,Agriculture Sustainability and Environmental Impact,2303,Ecology,23,Environmental Science,3,Physical Sciences,Sustainable Diets; Environmental Impact; Food Systems; Climate Change; Livestock Production; Health Effects; Plant-Based Diets; Greenhouse Gas Emissions; Dietary Choices; Global Food System,"This cluster of papers explores the intersection of sustainable diets, environmental impact, and global food systems. It delves into the effects of food choices on climate change, livestock production, and health, emphasizing the potential of plant-based diets to mitigate greenhouse gas emissions and reduce environmental footprint. The research also addresses the challenges and opportunities in transitioning towards more sustainable dietary patterns within the context of a rapidly changing global food system.",https://en.wikipedia.org/wiki/Sustainable_diet
